ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Attachment URL",Status,Author,Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
18601,"zone11 (Чукотский АО, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-chukotskij-ao-rossiya/,,,,,,,publish,312,zone11-chukotskij-ao-rossiya,,,0,0,0,open,open,2016-03-18
18602,"zone11 (Магадан)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-magadan/,,,,,,,publish,312,zone11-magadan,,,0,0,0,open,open,2016-03-18
18603,"zone11 (Магаданская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-magadanskaya-obl-rossiya/,,,,,,,publish,312,zone11-magadanskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18604,"zone11 (Мирный)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-mirnyj/,,,,,,,publish,312,zone11-mirnyj,,,0,0,0,open,open,2016-03-18
18605,"zone11 (Респ Саха /Якутия/, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-resp-saha-yakutiya-rossiya/,,,,,,,publish,312,zone11-resp-saha-yakutiya-rossiya,,,0,0,0,open,open,2016-03-18
18606,"zone11 (Норильск)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-norilsk/,,,,,,,publish,312,zone11-norilsk,,,0,0,0,open,open,2016-03-18
18607,"zone11 (Красноярский край, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-krasnoyarskij-kraj-rossiya/,,,,,,,publish,312,zone11-krasnoyarskij-kraj-rossiya,,,0,0,0,open,open,2016-03-18
18608,"zone11 (Петропавловск-Камчатский)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-petropavlovsk-kamchatskij/,,,,,,,publish,312,zone11-petropavlovsk-kamchatskij,,,0,0,0,open,open,2016-03-18
18609,"zone11 (Камчатский край, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-kamchatskij-kraj-rossiya/,,,,,,,publish,312,zone11-kamchatskij-kraj-rossiya,,,0,0,0,open,open,2016-03-18
18610,"zone11 (Якутск)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-yakutsk/,,,,,,,publish,312,zone11-yakutsk,,,0,0,0,open,open,2016-03-18
18611,"zone11 (Респ Саха /Якутия/, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-resp-saha-yakutiya-rossiya-2/,,,,,,,publish,312,zone11-resp-saha-yakutiya-rossiya-2,,,0,0,0,open,open,2016-03-18
18612,zone(Москва),,,2016-03-18,was,https://euroroaming.ru/was/zone-moskva/,,,,,,,publish,312,zone-moskva,,,0,0,0,open,open,2016-04-06
18613,"zone(Московская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone-moskovskaya-oblast/,,,,,,,publish,312,zone-moskovskaya-oblast,,,0,0,0,open,open,2016-03-18
18614,zone(Санкт-Петербург),,,2016-03-18,was,https://euroroaming.ru/was/zone-sankt-peterburg/,,,,,,,publish,312,zone-sankt-peterburg,,,0,0,0,open,open,2017-02-28
18615,"zone(Ленинградская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone-leningradskaya-oblast/,,,,,,,publish,312,zone-leningradskaya-oblast,,,0,0,0,open,open,2016-03-18
18617,"zone4 (Сочи)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-sochi/,,,,,,,publish,312,zone4-sochi,,,0,0,0,open,open,2016-03-18
18618,"zone4 (Ставрополь)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-stavropol/,,,,,,,publish,312,zone4-stavropol,,,0,0,0,open,open,2016-03-18
18619,"zone4 (Ставропольский край)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-stavropolskij-kraj/,,,,,,,publish,312,zone4-stavropolskij-kraj,,,0,0,0,open,open,2016-09-29
18620,"zone4 (Стерлитамак)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-sterlitamak/,,,,,,,publish,312,zone4-sterlitamak,,,0,0,0,open,open,2016-03-18
18621,"zone4 (Республика Башкортостан)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-respublika-bashkortostan/,,,,,,,publish,312,zone4-respublika-bashkortostan,,,0,0,0,open,open,2016-03-18
18622,"zone4 (Таганрог)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-taganrog/,,,,,,,publish,312,zone4-taganrog,,,0,0,0,open,open,2016-03-18
18623,"zone4 (Ростовская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-rostovskaya-oblast/,,,,,,,publish,312,zone4-rostovskaya-oblast,,,0,0,0,open,open,2016-03-18
18624,"zone4 (Уфа)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-ufa/,,,,,,,publish,312,zone4-ufa,,,0,0,0,open,open,2016-03-18
18625,"zone4 (Республика Башкортостан)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-respublika-bashkortostan-2/,,,,,,,publish,312,zone4-respublika-bashkortostan-2,,,0,0,0,open,open,2016-03-18
18626,"zone4 (Уфа)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-ufa-2/,,,,,,,publish,312,zone4-ufa-2,,,0,0,0,open,open,2016-03-18
18627,"zone4 (Челябинск)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-chelyabinsk/,,,,,,,publish,312,zone4-chelyabinsk,,,0,0,0,open,open,2016-03-18
18628,"zone6 (Владикавказ)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-vladikavkaz/,,,,,,,publish,312,zone6-vladikavkaz,,,0,0,0,open,open,2016-03-18
18629,"zone6 (Республика Северная Осетия)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-respublika-severnaya-osetiya/,,,,,,,publish,312,zone6-respublika-severnaya-osetiya,,,0,0,0,open,open,2016-03-18
18630,"zone6 (Чеченская республика)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-chechenskaya-respublika/,,,,,,,publish,312,zone6-chechenskaya-respublika,,,0,0,0,open,open,2016-03-18
18631,"zone6 (Грозный)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-groznyj/,,,,,,,publish,312,zone6-groznyj,,,0,0,0,open,open,2016-03-18
18632,"zone6 (Курган)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-kurgan/,,,,,,,publish,312,zone6-kurgan,,,0,0,0,open,open,2016-03-18
18633,"zone6 (Курганская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-kurganskaya-oblast/,,,,,,,publish,312,zone6-kurganskaya-oblast,,,0,0,0,open,open,2016-03-18
18634,"zone6 (Махачкала)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-mahachkala/,,,,,,,publish,312,zone6-mahachkala,,,0,0,0,open,open,2016-03-18
18635,"zone6 (Республика Дагестан)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-respublika-dagestan/,,,,,,,publish,312,zone6-respublika-dagestan,,,0,0,0,open,open,2016-03-18
18636,"zone6 (Сыктывкар)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-syktyvkar/,,,,,,,publish,312,zone6-syktyvkar,,,0,0,0,open,open,2016-03-18
18637,"zone6 (Республика Коми)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-respublika-komi/,,,,,,,publish,312,zone6-respublika-komi,,,0,0,0,open,open,2016-03-18
18638,"zone6 (Тюмень)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-tyumen/,,,,,,,publish,312,zone6-tyumen,,,0,0,0,open,open,2016-03-18
18639,"zone6 (Тюменская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-tyumenskaya-oblast/,,,,,,,publish,312,zone6-tyumenskaya-oblast,,,0,0,0,open,open,2016-03-18
18641,"zone6 (Черкесск)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-cherkessk/,,,,,,,publish,312,zone6-cherkessk,,,0,0,0,open,open,2016-03-18
18642,"zone6 (Карачаево-Черкесская Республика)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-karachaevo-cherkesskaya-respublika/,,,,,,,publish,312,zone6-karachaevo-cherkesskaya-respublika,,,0,0,0,open,open,2016-03-18
18643,"zone6 (Элиста)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-elista/,,,,,,,publish,312,zone6-elista,,,0,0,0,open,open,2016-03-18
18644,"zone6 (Республика Калмыкия)",,,2016-03-18,was,https://euroroaming.ru/was/zone6-respublika-kalmykiya/,,,,,,,publish,312,zone6-respublika-kalmykiya,,,0,0,0,open,open,2016-03-18
18645,"zone8 (Братск)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-bratsk/,,,,,,,publish,312,zone8-bratsk,,,0,0,0,open,open,2016-03-18
18646,"zone8 (Иркутская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-irkutskaya-oblast/,,,,,,,publish,312,zone8-irkutskaya-oblast,,,0,0,0,open,open,2016-03-18
18647,"zone8 (Иркутск)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-irkutsk/,,,,,,,publish,312,zone8-irkutsk,,,0,0,0,open,open,2016-06-16
18649,"zone8 (Владивосток)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-vladivostok/,,,,,,,publish,312,zone8-vladivostok,,,0,0,0,open,open,2016-03-18
18650,"zone8 (Приморский край)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-primorskij-kraj/,,,,,,,publish,312,zone8-primorskij-kraj,,,0,0,0,open,open,2016-03-18
18651,"zone8 (Кызыл)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-kyzyl/,,,,,,,publish,312,zone8-kyzyl,,,0,0,0,open,open,2016-03-18
18652,"zone8 (Республика Тыва)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-respublika-tyva/,,,,,,,publish,312,zone8-respublika-tyva,,,0,0,0,open,open,2016-03-18
18653,"zone8 (Надым)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-nadym/,,,,,,,publish,312,zone8-nadym,,,0,0,0,open,open,2016-03-18
18654,"zone8 (Ямало-Ненецкого автономный округ)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-yamalo-nenetskogo-avtonomnyj-okrug/,,,,,,,publish,312,zone8-yamalo-nenetskogo-avtonomnyj-okrug,,,0,0,0,open,open,2016-03-18
18655,"zone8 (Нарьян-Мар)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-naryan-mar/,,,,,,,publish,312,zone8-naryan-mar,,,0,0,0,open,open,2016-03-18
18656,"zone8 (Ненецкий автономный округ)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-nenetskij-avtonomnyj-okrug/,,,,,,,publish,312,zone8-nenetskij-avtonomnyj-okrug,,,0,0,0,open,open,2016-03-18
18657,"zone8 (Назрань)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-nazran/,,,,,,,publish,312,zone8-nazran,,,0,0,0,open,open,2016-03-18
18658,"zone8 (Республика Ингушетия)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-respublika-ingushetiya/,,,,,,,publish,312,zone8-respublika-ingushetiya,,,0,0,0,open,open,2016-03-18
18659,"zone8 (Новый Уренгой)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-novyj-urengoj/,,,,,,,publish,312,zone8-novyj-urengoj,,,0,0,0,open,open,2016-03-18
18660,"zone8 (Ямало-Ненецкий автономный округ, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-yamalo-nenetskij-avtonomnyj-okrug-rossiya/,,,,,,,publish,312,zone8-yamalo-nenetskij-avtonomnyj-okrug-rossiya,,,0,0,0,open,open,2016-03-18
18661,"zone8 (Ноябрьск)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-noyabrsk/,,,,,,,publish,312,zone8-noyabrsk,,,0,0,0,open,open,2016-03-18
18662,"zone8 (Ямало-Ненецкий автономный округ, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-yamalo-nenetskij-avtonomnyj-okrug-rossiya-2/,,,,,,,publish,312,zone8-yamalo-nenetskij-avtonomnyj-okrug-rossiya-2,,,0,0,0,open,open,2016-03-18
18663,"zone8 (Улан-Удэ)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-ulan-ude/,,,,,,,publish,312,zone8-ulan-ude,,,0,0,0,open,open,2016-03-18
18664,"zone8 (Республика Бурятия)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-respublika-buryatiya/,,,,,,,publish,312,zone8-respublika-buryatiya,,,0,0,0,open,open,2016-03-18
18665,"zone8 (Хабаровск)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-habarovsk/,,,,,,,publish,312,zone8-habarovsk,,,0,0,0,open,open,2016-03-18
18666,"zone8 (Хабаровский край)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-habarovskij-kraj/,,,,,,,publish,312,zone8-habarovskij-kraj,,,0,0,0,open,open,2016-03-18
18667,"zone10 (Салехард)",,,2016-03-18,was,https://euroroaming.ru/was/zone10-salehard/,,,,,,,publish,312,zone10-salehard,,,0,0,0,open,open,2016-03-18
18668,"zone10 (Ямало-Ненецкого автономный округ)",,,2016-03-18,was,https://euroroaming.ru/was/zone10-yamalo-nenetskogo-avtonomnyj-okrug/,,,,,,,publish,312,zone10-yamalo-nenetskogo-avtonomnyj-okrug,,,0,0,0,open,open,2016-03-18
18669,"zone10 (Южно-Сахалинск)",,,2016-03-18,was,https://euroroaming.ru/was/zone10-yuzhno-sahalinsk/,,,,,,,publish,312,zone10-yuzhno-sahalinsk,,,0,0,0,open,open,2016-03-18
18670,"zone10 (Сахалинская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone10-sahalinskaya-oblast/,,,,,,,publish,312,zone10-sahalinskaya-oblast,,,0,0,0,open,open,2016-03-18
18671,"zone8 (Чита)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-chita/,,,,,,,publish,312,zone8-chita,,,0,0,0,open,open,2016-03-18
18672,"zone8 (Чита)",,,2016-03-18,was,https://euroroaming.ru/was/zone8-chita-2/,,,,,,,publish,312,zone8-chita-2,,,0,0,0,open,open,2016-03-18
19615,zone(Москва/Москва),,,2016-04-06,was,https://euroroaming.ru/was/zone-moskva-moskva/,,,,,,,publish,1,zone-moskva-moskva,,,0,0,0,closed,closed,2016-04-06
27442,Беларусь,,,2016-08-01,was,https://euroroaming.ru/was/belarus/,,,,,,,publish,312,belarus,,,0,0,0,closed,closed,2016-08-01
27550,"Беларусь регионы",,,2016-08-02,was,https://euroroaming.ru/was/belarus-regiony/,,,,,,,publish,312,belarus-regiony,,,0,0,0,closed,closed,2016-08-02
39692,empty,,,2017-01-25,was,https://euroroaming.ru/was/empty/,,,,,,,publish,312,empty,,,0,0,0,closed,closed,2017-01-25
